frame_id,execution_order,baseline_preprocess_ms,baseline_inference_ms,baseline_postprocess_ms,baseline_pipeline_ms,baseline_steering_error,baseline_steering_cmd,baseline_lane_pixels,baseline_valid,rtl_preprocess_ms,rtl_inference_ms,rtl_postprocess_ms,rtl_pipeline_ms,rtl_steering_error,rtl_steering_cmd,rtl_lane_pixels,rtl_valid,steering_error_abs_diff,steering_cmd_abs_diff,rtl_copy_ms,rtl_compute_ms
419,rtl->baseline,5.603125,14.372242,7.483291,27.504022,0.596875,0.120029029,57351,True,5.647299,14.407946,6.677454,26.781081,-0.1484375,-0.030807638,11840,True,0.7453125,0.150836667,0.36395,6.14215
420,baseline->rtl,5.682191,14.298826,7.526515,27.560387,0.615625,0.127511611,57576,True,5.604605,14.380153,6.671573,26.697684,-0.171875,-0.039979305,11842,True,0.7875,0.167490916,0.368491,6.130129
421,rtl->baseline,5.708224,14.433917,7.640184,27.829109,0.615625,0.124879645,57625,True,5.660519,14.500433,6.650202,26.858088,-0.171875,-0.036616722,11842,True,0.7875,0.161496367,0.371011,6.107937
422,baseline->rtl,5.654589,14.372773,7.631223,27.710469,0.615625,0.123826858,57532,True,5.587143,14.551772,6.66642,26.843979,-0.171875,-0.035271689,11867,True,0.7875,0.159098547,0.374961,6.118594
423,rtl->baseline,5.622003,14.522378,8.291464,28.483339,0.621875,0.126030743,57141,True,5.643345,14.55028,6.657049,26.900839,-0.1953125,-0.044577426,11751,True,0.8171875,0.170608169,0.369191,6.111984
424,baseline->rtl,5.591532,14.360005,7.455925,27.459445,0.628125,0.127662297,57177,True,5.674578,14.345963,6.936002,26.995496,-0.1953125,-0.04126847,11759,True,0.8234375,0.168930767,0.420184,6.342323
425,rtl->baseline,5.595271,14.325692,7.51458,27.481447,0.628125,0.126439919,57194,True,5.58051,14.433171,6.655029,26.716634,-0.1953125,-0.039944888,11770,True,0.8234375,0.166384807,0.367,6.115964
426,baseline->rtl,5.623694,14.3118,7.512779,27.501098,0.621875,0.123325968,57348,True,5.726052,14.404848,6.655259,26.828453,-0.2109375,-0.045977955,11798,True,0.8328125,0.169303923,0.366281,6.115584
427,rtl->baseline,5.615713,14.363375,7.577875,27.603496,0.621875,0.123955387,57349,True,5.611393,14.373145,6.654468,26.687031,-0.2109375,-0.043703682,11792,True,0.8328125,0.167659069,0.368681,6.111984
428,baseline->rtl,5.649486,14.385407,7.500019,27.588095,0.621875,0.124207155,57323,True,5.666737,14.400198,6.659729,26.765367,-0.2109375,-0.042793973,11796,True,0.8328125,0.167001128,0.369101,6.116955
429,rtl->baseline,5.655336,14.409058,7.603657,27.714166,0.628125,0.126932862,57325,True,5.615643,14.475624,6.664749,26.803571,-0.21875,-0.045711339,11799,True,0.846875,0.172644201,0.378052,6.111094
430,baseline->rtl,5.57977,14.464623,7.539632,27.63673,0.621875,0.123523145,57413,True,5.650676,14.645488,6.655089,26.990746,-0.2109375,-0.041253286,11809,True,0.8328125,0.164776431,0.366891,6.116904
431,rtl->baseline,5.621263,14.452362,7.488268,27.607847,0.621875,0.124034258,57348,True,5.641825,14.360954,6.665359,26.716374,-0.2109375,-0.041813814,11815,True,0.8328125,0.165848072,0.369571,6.124105
432,baseline->rtl,5.679398,14.368265,7.414711,27.51629,0.628125,0.126863703,57996,True,5.660007,14.322482,6.654809,26.67778,-0.2109375,-0.042038026,11898,True,0.8390625,0.168901729,0.3673,6.113574
433,rtl->baseline,5.636945,14.371145,7.453464,27.508309,0.628125,0.126120481,58011,True,5.634125,14.5505,6.66911,26.900648,-0.2109375,-0.04212771,11894,True,0.8390625,0.168248191,0.379751,6.113424
434,baseline->rtl,5.616093,14.460812,7.559063,27.690894,0.628125,0.125823193,58042,True,5.594992,14.30236,6.67109,26.607535,-0.2109375,-0.042163584,11896,True,0.8390625,0.167986777,0.363,6.113734
435,rtl->baseline,5.619503,14.503746,7.528271,27.696684,0.634375,0.128329277,58422,True,5.669208,14.348954,6.649679,26.715824,-0.2265625,-0.048740434,11994,True,0.8609375,0.177069711,0.36431,6.113704
436,baseline->rtl,5.635355,14.409578,7.52213,27.622818,0.634375,0.127456711,58379,True,5.592062,14.475094,6.655189,26.763608,-0.21875,-0.043402423,12022,True,0.853125,0.170859134,0.368751,6.113344
437,rtl->baseline,5.640335,14.348853,7.579295,27.616098,0.634375,0.127107684,58442,True,5.57799,14.425819,6.662389,26.713203,-0.21875,-0.043610969,12029,True,0.853125,0.170718653,0.376331,6.113994
438,baseline->rtl,5.644875,14.324071,7.554573,27.576705,0.63125,0.125655574,58803,True,5.713271,14.321208,6.652595,26.725407,-0.2265625,-0.046975638,12076,True,0.8578125,0.172631212,0.36644,6.114861
439,rtl->baseline,5.578417,14.328985,12.931101,32.885956,0.63125,0.126012229,58780,True,5.621571,14.38538,6.643904,26.69806,-0.2265625,-0.045977755,12078,True,0.8578125,0.171989984,0.36532,6.10509
440,baseline->rtl,5.626402,14.354647,7.6776,27.712472,0.63125,0.126154892,58791,True,5.59984,14.295392,6.655366,26.589991,-0.2265625,-0.045578602,12091,True,0.8578125,0.171733494,0.36606,6.113881
441,rtl->baseline,5.538615,14.535782,7.578992,27.698232,0.628125,0.124899457,59046,True,5.623771,14.312884,6.692749,26.677437,-0.2109375,-0.038856441,12143,True,0.8390625,0.163755898,0.413044,6.105431
442,baseline->rtl,5.584718,14.357738,7.618575,27.613675,0.628125,0.125334783,59121,True,5.577487,14.358157,6.648646,26.625113,-0.2109375,-0.040855076,12159,True,0.8390625,0.166189859,0.36631,6.108501
443,rtl->baseline,5.706228,14.285552,7.591653,27.628656,0.628125,0.125508913,59053,True,5.669045,15.180955,6.614763,27.510456,-0.0078125,0.046939219,12209,True,0.6359375,0.078569694,0.340368,6.109321
444,baseline->rtl,5.616671,14.587547,7.496205,27.752986,0.615625,0.120328565,59037,True,5.60714,14.337056,6.903556,26.887184,-0.171875,-0.053411812,12178,True,0.7875,0.173740377,0.36214,6.366402
445,rtl->baseline,5.60548,14.273301,7.500585,27.424429,0.615625,0.122006426,59118,True,5.687206,14.366698,6.671627,26.772826,-0.1640625,-0.038708475,12190,True,0.7796875,0.160714901,0.390742,6.111111
446,baseline->rtl,5.61211,14.367948,7.565101,27.597323,0.615625,0.12267757,59157,True,5.669094,14.419082,6.650745,26.778586,-0.171875,-0.03845214,12202,True,0.7875,0.16112971,0.36653,6.110961
447,rtl->baseline,5.60563,14.295832,7.578322,27.527548,0.6125,0.121633528,59227,True,5.640153,14.418293,6.656696,26.763264,-0.1640625,-0.032724606,12232,True,0.7765625,0.154358134,0.36908,6.115982
448,baseline->rtl,5.663264,14.346516,7.492064,27.55532,0.6125,0.122153411,59170,True,5.72267,14.327965,6.644075,26.735223,-0.1640625,-0.032777342,12221,True,0.7765625,0.154930753,0.35821,6.115751
449,rtl->baseline,5.665785,14.283402,7.482194,27.476433,0.6125,0.122361365,59198,True,5.632572,14.410881,6.648135,26.738952,-0.1640625,-0.032798437,12214,True,0.7765625,0.155159802,0.364989,6.110951
450,baseline->rtl,5.649744,14.381169,7.55776,27.640126,0.59375,0.114569546,59292,True,5.627712,14.605428,6.668997,26.94078,-0.1484375,-0.026244375,12254,True,0.7421875,0.140813921,0.377981,6.117621
451,rtl->baseline,5.60413,14.431094,7.575222,27.657608,0.59375,0.117077818,59374,True,5.60537,14.361187,6.660546,26.674317,-0.1484375,-0.02831025,12260,True,0.7421875,0.145388068,0.36465,6.122192
452,baseline->rtl,5.671455,14.413552,7.629806,27.768297,0.59375,0.118081127,59424,True,5.682036,14.299393,6.654376,26.675887,-0.1484375,-0.0291366,12269,True,0.7421875,0.147217727,0.36882,6.116262
453,rtl->baseline,5.597879,14.311294,8.354815,28.312421,0.58125,0.113232451,59682,True,5.636373,14.422363,6.646165,26.753144,-0.109375,-0.01306089,12315,True,0.690625,0.126293341,0.36724,6.109511
454,baseline->rtl,5.689356,14.334575,7.463442,27.542969,0.575,0.11241798,59650,True,5.622581,14.371696,6.696736,26.731256,-0.109375,-0.018349356,12303,True,0.684375,0.130767336,0.3691,6.152931
455,rtl->baseline,5.602917,14.281925,7.535915,27.46745,0.575,0.113967192,59680,True,5.746598,15.08324,6.699967,27.575579,-0.109375,-0.020464742,12316,True,0.684375,0.134431934,0.385141,6.12867
456,baseline->rtl,5.627389,14.310707,7.417515,27.48067,0.571875,0.113274377,59339,True,5.583285,14.436887,6.654012,26.714448,-0.109375,-0.021310897,12266,True,0.68125,0.134585274,0.36845,6.116008
457,rtl->baseline,5.607697,14.455758,7.491081,27.600801,0.571875,0.113934751,59254,True,5.588276,14.442928,6.663364,26.74194,-0.109375,-0.021649359,12246,True,0.68125,0.13558411,0.371311,6.117889
458,baseline->rtl,5.663221,14.358041,7.485711,27.559547,0.571875,0.1141989,59186,True,5.662652,14.310726,6.74409,26.758192,-0.109375,-0.021784744,12226,True,0.68125,0.135983644,0.361889,6.211757
459,rtl->baseline,5.577205,14.298876,7.664315,27.58577,0.5375,0.09986706,59931,True,5.606197,14.47514,6.662693,26.791275,-0.0546875,0.001129853,12346,True,0.5921875,0.098737207,0.3766,6.111678
460,baseline->rtl,5.608417,14.435297,7.4762,27.573739,0.5375,0.104446824,59937,True,5.658211,14.389733,6.673975,26.762522,-0.0546875,-0.006110559,12371,True,0.5921875,0.110557383,0.36603,6.137231
461,rtl->baseline,5.602166,14.337019,7.533784,27.517483,0.5375,0.10627873,59840,True,5.569885,14.410975,6.652112,26.682046,-0.0546875,-0.009006724,12339,True,0.5921875,0.115285454,0.366799,6.113448
462,baseline->rtl,5.613638,14.34824,7.494801,27.509493,0.509375,0.095198992,59728,True,5.627289,14.399534,6.656793,26.724469,-0.0078125,0.012803561,12302,True,0.5171875,0.082395431,0.36614,6.118999
463,rtl->baseline,5.6345,14.339849,7.457528,27.478301,0.509375,0.099204597,59725,True,5.651301,14.375383,6.659103,26.73372,-0.0078125,0.005121424,12297,True,0.5171875,0.094083173,0.37103,6.114459
464,baseline->rtl,5.6525,15.168077,7.421275,28.295807,0.509375,0.100806839,59745,True,5.654231,14.34721,6.656043,26.699057,-0.0078125,0.00204857,12323,True,0.5171875,0.098758269,0.36706,6.113339
465,rtl->baseline,5.584665,14.35405,7.930056,27.916006,0.49375,0.094885235,59780,True,5.577095,14.371412,6.649943,26.645753,0.0234375,0.010663178,12364,True,0.4703125,0.084222057,0.3665,6.110829
466,baseline->rtl,5.645361,14.403835,7.592729,27.696218,0.49375,0.097204094,59810,True,5.658562,14.326878,6.653662,26.678766,0.0234375,0.007077771,12374,True,0.4703125,0.090126323,0.36642,6.113858
467,rtl->baseline,5.702695,14.285505,7.564477,27.601071,0.49375,0.098131638,59789,True,5.676973,14.982312,6.717298,27.421296,0.0234375,0.005643608,12371,True,0.4703125,0.09248803,0.37405,6.152342
468,baseline->rtl,5.659852,14.363641,7.672955,27.748982,0.471875,0.089315155,59817,True,5.648001,14.359071,6.693805,26.740961,0.0546875,0.018194943,12318,True,0.4171875,0.071120212,0.412964,6.109148
469,rtl->baseline,5.619188,14.328548,7.598519,27.59082,0.471875,0.092351062,59827,True,5.576345,14.410305,6.652192,26.685506,0.0546875,0.013840477,12327,True,0.4171875,0.078510585,0.36974,6.111558
470,baseline->rtl,5.730287,14.377332,7.593979,27.756494,0.471875,0.093565425,59864,True,5.63926,14.267323,6.65289,26.599856,0.0546875,0.012098691,12337,True,0.4171875,0.081466734,0.37014,6.113276
471,rtl->baseline,5.594983,14.31024,8.688454,28.639462,0.46875,0.09273867,59476,True,5.603344,14.388596,6.648359,26.687404,0.0703125,0.017964476,12278,True,0.3984375,0.074774194,0.36535,6.113196
472,baseline->rtl,5.592414,14.374036,7.664731,27.683264,0.46875,0.093345468,59426,True,5.566852,14.341303,6.644999,26.591936,0.0703125,0.015623291,12274,True,0.3984375,0.077722177,0.363989,6.106385
473,rtl->baseline,5.587373,14.403868,7.562223,27.598947,0.46875,0.093588187,59415,True,5.603994,14.366545,6.648599,26.666292,0.0703125,0.014686816,12270,True,0.3984375,0.078901371,0.37033,6.106515
474,baseline->rtl,5.67618,14.272447,7.582024,27.585237,0.40625,0.067435275,58719,True,5.660329,14.435901,6.65168,26.788892,0.1953125,0.066812226,12046,True,0.2109375,0.000623049,0.36696,6.113445
475,rtl->baseline,5.600715,14.300659,7.727916,27.674854,0.40625,0.07572411,58732,True,5.589813,14.43451,6.652979,26.725276,0.1953125,0.050162391,12023,True,0.2109375,0.025561719,0.36639,6.113176
476,baseline->rtl,5.637047,14.336623,7.604407,27.63071,0.40625,0.079039644,58727,True,5.661039,14.294729,6.649249,26.645521,0.1875,0.040221206,12011,True,0.21875,0.038818438,0.363509,6.116006
477,rtl->baseline,5.599104,14.401697,7.416831,27.465857,0.396875,0.076428358,58696,True,5.629586,14.30423,6.66044,26.641279,0.203125,0.045150982,12035,True,0.19375,0.031277376,0.37101,6.117866
478,baseline->rtl,5.649068,14.329471,7.532161,27.564075,0.396875,0.078196343,58672,True,5.618446,14.345933,6.66153,26.663842,0.203125,0.042435393,12035,True,0.19375,0.03576095,0.37172,6.119576
479,rtl->baseline,5.663469,14.313691,7.440063,27.462246,0.396875,0.078903537,58862,True,5.602804,14.416759,6.66508,26.732008,0.203125,0.041349157,12042,True,0.19375,0.03755438,0.36868,6.122186
480,baseline->rtl,5.718633,14.336972,7.52453,27.632691,0.384375,0.073936415,57992,True,5.642117,14.322761,6.65474,26.658621,0.21875,0.047477163,11908,True,0.165625,0.026459252,0.36964,6.114596
481,rtl->baseline,5.591563,14.341352,7.563403,27.542863,0.384375,0.075699566,57940,True,5.573402,14.440981,6.647478,26.709886,0.21875,0.045240865,11892,True,0.165625,0.030458701,0.3672,6.107386
482,baseline->rtl,5.613635,14.393537,7.544802,27.606689,0.38125,0.075092326,58058,True,5.602574,14.55202,6.653179,26.848626,0.21875,0.044346346,11925,True,0.1625,0.03074598,0.36423,6.115846
483,rtl->baseline,5.632367,14.319261,9.6211,29.618362,0.38125,0.075786931,58129,True,5.940461,14.588983,6.672061,27.248699,0.234375,0.050551038,11909,True,0.146875,0.025235893,0.36621,6.131177
484,baseline->rtl,5.661059,14.411448,7.595416,27.722498,0.38125,0.076064772,58141,True,5.616215,14.31504,6.677161,26.64816,0.234375,0.048345415,11900,True,0.146875,0.027719357,0.362929,6.142438
485,rtl->baseline,5.590483,14.282988,7.571744,27.489929,0.38125,0.076175909,58188,True,5.663989,14.368625,6.673871,26.754449,0.234375,0.047463166,11918,True,0.146875,0.028712743,0.36691,6.134618
486,baseline->rtl,5.581662,14.361254,7.616427,27.612619,0.371875,0.072282864,58728,True,5.563501,14.418059,6.645778,26.666292,0.2421875,0.050391516,12041,True,0.1296875,0.021891348,0.36653,6.108515
487,rtl->baseline,5.58791,14.255499,7.627215,27.515479,0.371875,0.073538145,58765,True,5.631464,14.500979,6.663577,26.845075,0.2421875,0.049219107,12065,True,0.1296875,0.024319038,0.37789,6.113363
488,baseline->rtl,5.619683,14.345816,7.711741,27.730946,0.371875,0.074040258,58770,True,5.612322,14.590056,6.679648,26.92267,0.2421875,0.048750143,12040,True,0.1296875,0.025290115,0.36777,6.117063
489,rtl->baseline,5.647645,14.284032,7.621324,27.597505,0.365625,0.071616103,58774,True,5.616722,14.322794,6.666547,26.653309,0.2578125,0.055125057,12059,True,0.1078125,0.016491046,0.363119,6.132024
490,baseline->rtl,5.598791,14.451775,7.604743,27.709104,0.365625,0.072521441,58825,True,5.614443,14.39174,6.643375,26.688072,0.2578125,0.052987523,12055,True,0.1078125,0.019533918,0.36303,6.109642
491,rtl->baseline,5.645375,14.284861,16.599098,36.574738,0.365625,0.072883577,58821,True,5.640215,14.373499,6.650946,26.713503,0.2578125,0.052132509,12058,True,0.1078125,0.020751068,0.36855,6.110133
492,baseline->rtl,5.58445,14.39039,7.586181,27.614776,0.35,0.066465931,59211,True,5.613553,14.327175,6.663628,26.641988,0.2890625,0.064915504,12097,True,0.0609375,0.001550427,0.36629,6.123803
493,rtl->baseline,5.636074,14.343956,7.630936,27.657059,0.35,0.068586372,59237,True,5.683579,14.379759,6.969442,27.078893,0.2890625,0.060653701,12098,True,0.0609375,0.007932671,0.433695,6.363493
494,baseline->rtl,5.658576,14.338076,7.627915,27.679431,0.35,0.069434549,59241,True,5.611412,14.610777,6.653716,26.913199,0.2890625,0.058948981,12090,True,0.0609375,0.010485568,0.366629,6.115303
495,rtl->baseline,5.623683,14.351157,7.772336,27.793031,0.340625,0.06583632,59259,True,5.58107,14.379189,6.655326,26.66242,0.3046875,0.064829592,12078,True,0.0359375,0.001006728,0.368649,6.113772
496,baseline->rtl,5.620073,14.502479,7.549289,27.726285,0.340625,0.067209528,59253,True,5.680968,14.39166,6.675888,26.78568,0.3046875,0.062494337,12090,True,0.0359375,0.004715191,0.36748,6.109563
497,rtl->baseline,5.58422,14.341486,7.581061,27.552102,0.340625,0.067758811,59218,True,5.587411,14.411282,6.633234,26.678551,0.3046875,0.061560235,12091,True,0.0359375,0.006198576,0.362029,6.101932
498,baseline->rtl,5.644515,14.329305,7.621365,27.648579,0.2875,0.045666024,59527,True,5.641125,14.38479,6.642556,26.708243,0.421875,0.110405344,12232,True,0.134375,0.06473932,0.3675,6.105142
499,rtl->baseline,5.658446,14.301853,7.595702,27.601555,0.2875,0.05276641,59555,True,5.647135,14.360768,6.645576,26.702312,0.421875,0.094787138,12229,True,0.134375,0.042020728,0.361929,6.111923
500,baseline->rtl,5.778026,14.421372,7.544508,27.797991,0.2875,0.055606564,59504,True,5.642085,14.306423,6.651756,26.640397,0.421875,0.088539855,12231,True,0.134375,0.032933291,0.363019,6.112953
501,rtl->baseline,5.668267,14.316954,7.57251,27.603935,0.240625,0.037055126,59387,True,5.629294,14.335905,6.648686,26.662089,0.5234375,0.128697192,12235,True,0.2828125,0.091642066,0.3656,6.112753
502,baseline->rtl,5.755104,14.305323,7.629355,27.742497,0.240625,0.04369705,59362,True,5.630474,14.294903,6.681828,26.647718,0.5234375,0.114291377,12228,True,0.2828125,0.070594327,0.37142,6.141285
503,rtl->baseline,5.667065,14.356721,7.563776,27.631815,0.240625,0.04635382,59285,True,5.705428,14.333929,6.643113,26.730032,0.5234375,0.108529051,12234,True,0.2828125,0.062175231,0.3681,6.103999
504,baseline->rtl,5.86235,14.305507,7.572057,27.793398,0.11875,-0.003770972,57879,True,5.656513,14.339129,6.656373,26.692549,0.625,0.14888037,12148,True,0.50625,0.152651342,0.36981,6.11569
505,rtl->baseline,5.6071,14.290035,7.519843,27.461441,0.11875,0.012741611,57841,True,5.667134,14.523594,6.646693,26.884115,0.625,0.134552148,12142,True,0.50625,0.121810537,0.362069,6.11243
506,baseline->rtl,5.73427,14.355151,7.597869,27.739584,0.11875,0.019346644,57846,True,5.61667,14.292585,6.651303,26.599802,0.625,0.128820859,12158,True,0.50625,0.109474215,0.366849,6.11463
507,rtl->baseline,5.665704,14.381473,7.583078,27.675938,0.071875,0.002301158,56844,True,5.699597,14.380833,6.674445,26.802259,0.578125,0.106840844,12013,True,0.50625,0.104539686,0.37114,6.131671
508,baseline->rtl,5.693456,14.378852,7.586988,27.712282,0.071875,0.009545463,57006,True,5.652373,14.312197,6.660004,26.662377,0.578125,0.112111337,12048,True,0.50625,0.102565874,0.370479,6.115991
509,rtl->baseline,5.662054,14.298066,7.534793,27.539147,0.075,0.013755685,57029,True,5.596109,14.516824,6.914125,27.07423,0.578125,0.114219535,12039,True,0.503125,0.10046385,0.37569,6.36241
510,baseline->rtl,5.781473,14.459449,7.586128,27.879765,0.059375,0.007939774,57099,True,5.708138,14.257213,6.674095,26.677428,0.5625,0.108500314,12021,True,0.503125,0.10056054,0.369469,6.130861
511,rtl->baseline,5.814386,14.277494,12.464539,32.602783,0.059375,0.01030091,57141,True,5.641522,14.502223,6.667185,26.858843,0.5625,0.110900126,12035,True,0.503125,0.100599216,0.37532,6.119311
512,baseline->rtl,5.682676,14.381033,7.60968,27.727332,0.059375,0.011245364,57187,True,5.570667,14.34775,6.648683,26.604733,0.5625,0.11186005,12035,True,0.503125,0.100614686,0.368839,6.1062
513,rtl->baseline,5.573627,14.330329,7.657703,27.606713,0.040625,0.003748146,57282,True,5.628071,14.367602,6.652443,26.695999,0.546875,0.10568152,12060,True,0.50625,0.101933374,0.37182,6.1087
514,baseline->rtl,5.648653,14.284885,7.560006,27.545598,0.040625,0.006374258,57328,True,5.646043,14.318298,6.658854,26.662737,0.5390625,0.104616358,12085,True,0.4984375,0.0982421,0.37462,6.11424
515,rtl->baseline,5.579917,14.331479,7.640272,27.598362,0.040625,0.007424703,57363,True,5.655254,14.314978,6.689816,26.707631,0.5390625,0.106534043,12090,True,0.4984375,0.09910934,0.3696,6.145612
516,baseline->rtl,5.674185,14.591359,7.577318,27.892586,0.01875,-0.009217619,56966,True,5.668414,14.379973,6.667755,26.755374,0.5234375,0.100738617,12033,True,0.5046875,0.109956236,0.363739,6.1084
517,rtl->baseline,5.562845,14.34849,7.589569,27.545678,0.01875,-0.003687047,56977,True,5.602269,14.409985,6.656603,26.715221,0.53125,0.106389197,12029,True,0.5125,0.110076244,0.361699,6.1208
518,baseline->rtl,5.598309,14.405385,7.628952,27.685539,0.01875,-0.001474819,56915,True,5.523043,14.429376,6.658604,26.649106,0.53125,0.106305679,12013,True,0.5125,0.107780498,0.368779,6.117581
519,rtl->baseline,5.695764,14.359424,7.617197,27.717459,-0.015625,-0.000589928,56989,True,5.605756,14.390587,6.658861,26.702308,0.4921875,0.089866022,12033,True,0.5078125,0.09045595,0.36898,6.117488
520,baseline->rtl,5.723147,14.382776,7.521949,27.680726,-0.0125,-0.000235971,56970,True,5.717606,14.434381,6.657001,26.84949,0.4921875,0.095008909,12018,True,0.5046875,0.09524488,0.364469,6.119998
521,rtl->baseline,5.571614,14.320412,7.454444,27.390043,-0.0125,-9.4388e-05,56966,True,5.638169,14.373275,6.659551,26.7187,0.4921875,0.097066063,12024,True,0.5046875,0.097160451,0.37285,6.111517
522,baseline->rtl,5.638729,14.382096,7.500347,27.573168,-0.0375,-0.015787755,56930,True,5.596206,14.286458,6.661911,26.584339,0.46875,0.088045175,12006,True,0.50625,0.10383293,0.367999,6.122878
523,rtl->baseline,5.588936,14.377966,7.40099,27.413865,-0.0375,-0.010815102,56993,True,5.613317,14.379316,6.907371,26.946858,0.46875,0.09146807,12007,True,0.50625,0.102283172,0.36843,6.364517
524,baseline->rtl,5.712525,14.411248,7.433432,27.609611,-0.0375,-0.008826041,56925,True,5.620488,14.368585,6.660491,26.688037,0.46875,0.092837228,12009,True,0.50625,0.101663269,0.369469,6.118948
525,rtl->baseline,5.573705,14.30444,7.458625,27.381373,-0.078125,-0.025092916,56702,True,5.586885,14.466223,6.65308,26.752332,0.4296875,0.076978641,11921,True,0.5078125,0.102071557,0.360008,6.121178
526,baseline->rtl,5.64587,14.385307,7.486867,27.570168,-0.078125,-0.019412167,56598,True,5.612317,14.346524,6.64309,26.640633,0.4296875,0.082353956,11918,True,0.5078125,0.101766123,0.37019,6.102097
527,rtl->baseline,5.578144,14.325822,7.490767,27.438307,-0.078125,-0.017139867,56614,True,5.603967,14.479484,6.64814,26.778394,0.4296875,0.084504083,11919,True,0.5078125,0.10164395,0.360148,6.112508
528,baseline->rtl,5.625588,14.487255,7.497158,27.662195,-0.1,-0.025418447,56835,True,5.675242,14.413259,6.65576,26.782534,0.4140625,0.078801633,11980,True,0.5140625,0.10422008,0.372719,6.109177
529,rtl->baseline,5.561484,14.343903,7.445703,27.395134,-0.1,-0.022167379,56805,True,5.627698,14.397937,6.656331,26.72849,0.40625,0.077926903,11968,True,0.50625,0.100094282,0.365239,6.119558
530,baseline->rtl,5.684373,14.519547,7.481766,27.738241,-0.1,-0.020866951,56807,True,5.627499,14.452332,6.65178,26.770394,0.28125,0.027420761,11971,True,0.38125,0.048287712,0.363069,6.112927
531,rtl->baseline,5.572934,14.359345,7.424422,27.401574,-0.11875,-0.028221781,57206,True,5.604747,14.317141,6.693284,26.663595,0.390625,0.090655805,12020,True,0.509375,0.118877586,0.37895,6.13971
532,baseline->rtl,5.634889,14.451391,7.451634,27.590689,-0.11875,-0.025538712,57220,True,5.689183,14.349964,6.6563,26.735221,0.390625,0.083137322,12024,True,0.509375,0.108676034,0.36671,6.117137
533,rtl->baseline,5.651941,14.340453,7.453714,27.491251,-0.11875,-0.024465485,57228,True,5.607817,14.404518,6.64846,26.738381,0.390625,0.080129929,12034,True,0.509375,0.104595414,0.367629,6.107687
534,baseline->rtl,5.617158,14.326472,7.5358,27.532944,-0.16875,-0.045036194,55041,True,5.602177,14.357744,6.65392,26.652104,0.34375,0.059239471,11583,True,0.5125,0.104275665,0.368339,6.110777
535,rtl->baseline,5.635977,14.284702,7.45084,27.415313,-0.16875,-0.038264478,54794,True,5.629188,14.559324,6.653197,26.889392,0.34375,0.064945789,11551,True,0.5125,0.103210267,0.36969,6.110994
536,baseline->rtl,5.723474,14.436335,7.480243,27.693045,-0.16875,-0.035555791,54782,True,5.668489,14.302774,6.909238,26.919373,0.34375,0.067228315,11555,True,0.5125,0.102784106,0.363449,6.371175
537,rtl->baseline,5.605095,14.269731,7.448141,27.366589,-0.240625,-0.064659816,56919,True,5.717153,14.406112,6.68506,26.854728,0.2734375,0.038610076,11982,True,0.5140625,0.103269892,0.399592,6.113034
538,baseline->rtl,5.568072,14.551093,7.480603,27.651681,-0.24375,-0.056051427,56965,True,5.563131,14.450666,6.650717,26.701716,0.2734375,0.04825653,11982,True,0.5171875,0.104307957,0.365939,6.112874
539,rtl->baseline,5.593313,14.325496,7.388896,27.352517,-0.24375,-0.051670571,56953,True,5.637527,14.356648,6.701922,26.74343,0.2734375,0.052115112,11984,True,0.5171875,0.103785683,0.408683,6.120385
540,baseline->rtl,5.620345,14.464316,7.501894,27.64023,-0.325,-0.084043228,56828,True,5.603424,14.360859,6.661438,26.661743,0.1953125,0.020846045,11967,True,0.5203125,0.104889273,0.367059,6.121935
541,rtl->baseline,5.597663,14.26475,7.477243,27.38208,-0.325,-0.072617291,56888,True,5.619755,14.359018,6.906017,26.930575,0.1953125,0.031775918,11968,True,0.5203125,0.104393209,0.369919,6.364875
542,baseline->rtl,5.68083,14.396651,7.391186,27.522551,-0.325,-0.068046917,56845,True,5.642817,14.387461,6.654747,26.722518,0.1953125,0.036147867,11976,True,0.5203125,0.104194784,0.364499,6.115314
543,rtl->baseline,5.623526,14.540293,7.486523,27.693775,-0.340625,-0.072781267,57064,True,5.667139,14.431714,6.658488,26.803544,0.1640625,0.024771647,11984,True,0.5046875,0.097552914,0.366429,6.115885
544,baseline->rtl,5.645017,14.350887,7.45016,27.50009,-0.340625,-0.069987507,57063,True,5.604504,14.307943,6.668768,26.62028,0.1640625,0.029596159,11988,True,0.5046875,0.099583666,0.366809,6.130896
545,rtl->baseline,5.590103,14.320375,7.414368,27.370289,-0.340625,-0.068870003,57100,True,5.630946,14.610368,6.654027,26.941695,0.1640625,0.031525963,11997,True,0.5046875,0.100395966,0.37501,6.102633
546,baseline->rtl,5.611025,14.293393,7.534577,27.492299,-0.403125,-0.094673001,57101,True,5.648698,14.309754,6.660978,26.657013,0.1171875,0.012610385,11996,True,0.5203125,0.107283386,0.371969,6.116355
547,rtl->baseline,5.618456,14.312464,7.45212,27.427154,-0.40625,-0.0875567,57090,True,5.595973,14.310074,6.662098,26.615789,0.1171875,0.019106654,11986,True,0.5234375,0.106663354,0.367569,6.122605
548,baseline->rtl,5.718523,14.266811,7.437259,27.476337,-0.40625,-0.08377268,57096,True,5.609945,14.330816,6.670729,26.651792,0.1171875,0.021705162,11997,True,0.5234375,0.105477842,0.37881,6.116945
