frame_id,execution_order,baseline_preprocess_ms,baseline_inference_ms,baseline_postprocess_ms,baseline_pipeline_ms,baseline_steering_error,baseline_steering_cmd,baseline_lane_pixels,baseline_valid,baseline_reference_x,baseline_reference_y,baseline_raw_error_q15,rtl_preprocess_ms,rtl_inference_ms,rtl_postprocess_ms,rtl_pipeline_ms,rtl_steering_error,rtl_steering_cmd,rtl_lane_pixels,rtl_valid,rtl_reference_x,rtl_reference_y,rtl_raw_error_q15,steering_error_abs_diff,steering_cmd_abs_diff,rtl_copy_ms,rtl_compute_ms
191,baseline_overlay_pass->release->rtl_overlay_pass,5.616201,15.295768,3.223932,24.237422,-0.8203125,-0.164026279,8798,True,23,179,-26880,5.643624,14.397093,0.901393,20.985841,-0.8203125,-0.164026279,8798,True,23,,-26880,0.0,0.0,0.374786,0.340025
192,baseline_overlay_pass->release->rtl_overlay_pass,5.715512,14.783079,3.346924,23.905586,-0.8203125,-0.164048012,8816,True,23,179,-26880,5.686054,14.470344,0.896803,21.098762,-0.8203125,-0.164048012,8816,True,23,,-26880,0.0,0.0,0.373786,0.338275
193,baseline_overlay_pass->release->rtl_overlay_pass,5.684052,14.414734,3.067159,23.216236,-0.8203125,-0.164056705,8818,True,23,179,-26880,5.944468,14.442124,0.905673,21.335195,-0.8203125,-0.164056705,8818,True,23,,-26880,0.0,0.0,0.378116,0.340725
194,baseline_overlay_pass->release->rtl_overlay_pass,5.776043,14.546735,3.048149,23.418018,-0.8203125,-0.164060182,8815,True,23,179,-26880,5.668994,14.974752,0.875003,21.567499,-0.8203125,-0.164060182,8815,True,23,,-26880,0.0,0.0,0.356435,0.334205
195,baseline_overlay_pass->release->rtl_overlay_pass,5.931756,14.442734,3.09653,23.51872,-0.8203125,-0.164061573,8834,True,23,179,-26880,6.234632,15.010152,0.945954,22.237769,-0.8203125,-0.164061573,8834,True,23,,-26880,0.0,0.0,0.359605,0.331045
196,baseline_overlay_pass->release->rtl_overlay_pass,6.21826,14.520225,3.10751,23.893126,-0.8203125,-0.164062129,8833,True,23,179,-26880,5.629713,15.755863,0.867893,22.29797,-0.8203125,-0.164062129,8833,True,23,,-26880,0.0,0.0,0.344615,0.343305
197,baseline_overlay_pass->release->rtl_overlay_pass,6.355222,15.705804,3.009199,25.123156,-0.8203125,-0.164062352,8833,True,23,179,-26880,5.685594,14.945731,0.862542,21.538858,-0.8203125,-0.164062352,8833,True,23,,-26880,0.0,0.0,0.349005,0.334574
198,baseline_overlay_pass->release->rtl_overlay_pass,5.699993,15.755465,2.921447,24.422355,-0.8125,-0.160781191,8898,True,24,179,-26624,5.595182,14.704747,0.871663,21.217293,-0.8125,-0.160781191,8898,True,24,,-26624,0.0,0.0,0.356745,0.336495
199,baseline_overlay_pass->release->rtl_overlay_pass,5.918516,15.560072,2.945498,24.472996,-0.8125,-0.161812476,8902,True,24,179,-26624,5.775855,14.916611,0.882563,21.621239,-0.8125,-0.161812476,8902,True,24,,-26624,0.0,0.0,0.363166,0.335865
200,baseline_overlay_pass->release->rtl_overlay_pass,5.61573,15.347108,3.330734,24.347444,-0.8125,-0.162224991,8897,True,24,179,-26624,5.732795,14.666097,0.959844,21.407257,-0.8125,-0.162224991,8897,True,24,,-26624,0.0,0.0,0.407216,0.361866
201,baseline_overlay_pass->release->rtl_overlay_pass,5.746393,14.579906,3.389415,23.767294,-0.8046875,-0.159108746,8981,True,25,179,-26368,5.701194,14.605736,1.016825,21.376006,-0.8046875,-0.159108746,8981,True,25,,-26368,0.0,0.0,0.464327,0.346385
202,baseline_overlay_pass->release->rtl_overlay_pass,5.718603,14.374112,2.873496,23.013562,-0.8125,-0.163487248,8978,True,24,179,-26624,5.658644,15.023372,1.076876,21.808832,-0.8125,-0.163487248,8978,True,24,,-26624,0.0,0.0,0.446017,0.406706
203,baseline_overlay_pass->release->rtl_overlay_pass,5.916345,14.26433,2.905687,23.132314,-0.8125,-0.162894899,8980,True,24,179,-26624,5.905118,14.350582,0.905394,21.208844,-0.8125,-0.162894899,8980,True,24,,-26624,0.0,0.0,0.379775,0.335365
204,baseline_overlay_pass->release->rtl_overlay_pass,5.961637,14.625637,2.870366,23.5071,-0.8046875,-0.15937671,9042,True,25,179,-26368,5.586532,14.502834,0.906294,21.043321,-0.8046875,-0.15937671,9042,True,25,,-26368,0.0,0.0,0.384525,0.335575
205,baseline_overlay_pass->release->rtl_overlay_pass,5.817964,15.611402,2.821105,24.298472,-0.8046875,-0.160313184,9038,True,25,179,-26368,5.648533,14.305651,0.910304,20.906979,-0.8046875,-0.160313184,9038,True,25,,-26368,0.0,0.0,0.379176,0.340265
206,baseline_overlay_pass->release->rtl_overlay_pass,5.607651,15.318278,3.029029,24.002598,-0.8046875,-0.160687774,9047,True,25,179,-26368,5.847926,14.326442,0.908424,21.127513,-0.8046875,-0.160687774,9047,True,25,,-26368,0.0,0.0,0.376245,0.337435
207,baseline_overlay_pass->release->rtl_overlay_pass,5.591561,15.022683,2.960058,23.622772,-0.8046875,-0.160837609,9119,True,25,179,-26368,5.646913,15.104943,0.842993,21.64844,-0.8046875,-0.160837609,9119,True,25,,-26368,0.0,0.0,0.338065,0.329845
208,baseline_overlay_pass->release->rtl_overlay_pass,5.636411,17.524343,3.278233,26.492638,-0.8046875,-0.160897544,9115,True,25,179,-26368,5.627554,15.169074,0.864423,21.705311,-0.8046875,-0.160897544,9115,True,25,,-26368,0.0,0.0,0.347835,0.338755
209,baseline_overlay_pass->release->rtl_overlay_pass,5.616561,14.521465,3.250303,23.446399,-0.796875,-0.157640268,9118,True,26,179,-26112,5.610973,14.674037,0.868363,21.198873,-0.796875,-0.157640268,9118,True,26,,-26112,0.0,0.0,0.357236,0.330535
210,baseline_overlay_pass->release->rtl_overlay_pass,5.641211,14.407023,2.924288,23.022303,-0.796875,-0.158681107,9262,True,26,179,-26112,5.617503,15.982856,0.912003,22.557924,-0.796875,-0.158681107,9262,True,26,,-26112,0.0,0.0,0.391506,0.340085
211,baseline_overlay_pass->release->rtl_overlay_pass,5.661082,14.420223,2.893637,23.020312,-0.796875,-0.159097443,9261,True,26,179,-26112,5.593652,14.433303,2.548918,22.624254,-0.796875,-0.159097443,9261,True,26,,-26112,0.0,0.0,0.396506,1.915488
212,baseline_overlay_pass->release->rtl_overlay_pass,5.747493,14.557005,2.894386,23.246446,-0.796875,-0.159263977,9264,True,26,179,-26112,5.594882,14.621886,0.905403,21.170432,-0.796875,-0.159263977,9264,True,26,,-26112,0.0,0.0,0.384156,0.334894
213,baseline_overlay_pass->release->rtl_overlay_pass,5.957866,14.656807,2.815566,23.47751,-0.7890625,-0.156049341,9387,True,27,179,-25856,5.568812,14.532535,0.899774,21.048381,-0.7890625,-0.156049341,9387,True,27,,-25856,0.0,0.0,0.371216,0.341515
214,baseline_overlay_pass->release->rtl_overlay_pass,5.777344,15.585882,2.837936,24.247172,-0.7890625,-0.157107236,9389,True,27,179,-25856,5.596293,14.425903,0.901343,20.97055,-0.7890625,-0.157107236,9389,True,27,,-25856,0.0,0.0,0.377886,0.334285
215,baseline_overlay_pass->release->rtl_overlay_pass,5.615081,18.57088,2.888577,27.123938,-0.7890625,-0.157530395,9390,True,27,179,-25856,5.553542,14.656916,0.978325,21.237004,-0.7890625,-0.157530395,9390,True,27,,-25856,0.0,0.0,0.375745,0.378695
216,baseline_overlay_pass->release->rtl_overlay_pass,5.840304,15.252687,2.899557,24.038759,-0.7734375,-0.151137158,9614,True,29,179,-25344,6.009009,14.384733,0.898533,21.336035,-0.7734375,-0.151137158,9614,True,29,,-25344,0.0,0.0,0.372356,0.339095
217,baseline_overlay_pass->release->rtl_overlay_pass,5.674112,15.209876,2.863816,23.794105,-0.7734375,-0.153267363,9617,True,29,179,-25344,5.649674,14.387302,0.906633,20.98685,-0.7734375,-0.153267363,9617,True,29,,-25344,0.0,0.0,0.380215,0.335275
218,baseline_overlay_pass->release->rtl_overlay_pass,5.700972,14.816309,3.161541,23.734064,-0.7734375,-0.154119445,9616,True,29,179,-25344,6.327144,14.327962,0.914023,21.613409,-0.7734375,-0.154119445,9616,True,29,,-25344,0.0,0.0,0.389186,0.335805
219,baseline_overlay_pass->release->rtl_overlay_pass,5.664351,16.156842,3.182411,25.054566,-0.765625,-0.151179028,9731,True,30,179,-25088,7.846226,14.340272,0.893643,23.125541,-0.765625,-0.151179028,9731,True,30,,-25088,0.0,0.0,0.372986,0.334025
220,baseline_overlay_pass->release->rtl_overlay_pass,5.642541,14.601956,3.122031,23.420718,-0.765625,-0.152346611,9735,True,30,179,-25088,9.386858,14.351302,0.906063,24.690584,-0.765625,-0.152346611,9735,True,30,,-25088,0.0,0.0,0.380736,0.337795
221,baseline_overlay_pass->release->rtl_overlay_pass,5.607331,14.621747,2.924457,23.205525,-0.765625,-0.152813644,9734,True,30,179,-25088,5.677484,16.831248,0.880933,23.437687,-0.765625,-0.152813644,9734,True,30,,-25088,0.0,0.0,0.362195,0.332055
222,baseline_overlay_pass->release->rtl_overlay_pass,5.725242,14.491174,2.899737,23.163014,-0.7578125,-0.149719208,9986,True,31,179,-24832,5.668364,14.90674,0.853603,21.472797,-0.7578125,-0.149719208,9986,True,31,,-24832,0.0,0.0,0.344085,0.332515
223,baseline_overlay_pass->release->rtl_overlay_pass,5.875175,14.308501,2.877386,23.107053,-0.7578125,-0.150825183,9987,True,31,179,-24832,5.644964,14.691977,0.871813,21.254654,-0.7578125,-0.150825183,9987,True,31,,-24832,0.0,0.0,0.359386,0.334635
224,baseline_overlay_pass->release->rtl_overlay_pass,5.880425,14.522844,2.910217,23.360518,-0.7578125,-0.151267573,9988,True,31,179,-24832,5.634103,14.703557,0.888783,21.271654,-0.7578125,-0.151267573,9988,True,31,,-24832,0.0,0.0,0.357155,0.348815
225,baseline_overlay_pass->release->rtl_overlay_pass,5.801304,15.48855,2.882286,24.216671,-0.75,-0.148163279,10083,True,32,179,-24576,5.622293,14.679447,0.913423,21.296905,-0.75,-0.148163279,10083,True,32,,-24576,0.0,0.0,0.380975,0.348215
226,baseline_overlay_pass->release->rtl_overlay_pass,5.60051,15.354488,2.918187,23.921276,-0.75,-0.149265312,10083,True,32,179,-24576,5.687374,16.531825,0.990174,23.256744,-0.75,-0.149265312,10083,True,32,,-24576,0.0,0.0,0.428986,0.357296
227,baseline_overlay_pass->release->rtl_overlay_pass,5.609171,14.84377,2.904747,23.406188,-0.75,-0.149706125,10083,True,32,179,-24576,5.702114,16.438853,0.926084,23.158192,-0.75,-0.149706125,10083,True,32,,-24576,0.0,0.0,0.402266,0.337525
228,baseline_overlay_pass->release->rtl_overlay_pass,6.072568,14.916911,3.393575,24.434885,-0.7421875,-0.1466012,10257,True,33,179,-24320,5.610553,14.348161,0.903883,20.911119,-0.7421875,-0.1466012,10257,True,33,,-24320,0.0,0.0,0.375795,0.343055
229,baseline_overlay_pass->release->rtl_overlay_pass,5.615031,14.380733,3.051429,23.100203,-0.7421875,-0.14770298,10258,True,33,179,-24320,5.637033,14.536454,0.902523,21.124292,-0.7421875,-0.14770298,10258,True,33,,-24320,0.0,0.0,0.376525,0.337375
230,baseline_overlay_pass->release->rtl_overlay_pass,5.623011,14.328551,2.901087,22.89824,-0.7421875,-0.148143692,10258,True,33,179,-24320,5.594863,14.550205,0.911124,21.102612,-0.7421875,-0.148143692,10258,True,33,,-24320,0.0,0.0,0.386746,0.334595
231,baseline_overlay_pass->release->rtl_overlay_pass,6.096019,14.456514,2.845956,23.445719,-0.7265625,-0.141757477,10420,True,35,179,-23808,5.763526,14.374872,0.920034,21.105852,-0.7265625,-0.141757477,10420,True,35,,-23808,0.0,0.0,0.396425,0.336895
232,baseline_overlay_pass->release->rtl_overlay_pass,5.884015,14.964991,2.856966,23.751634,-0.7265625,-0.143890491,10404,True,35,179,-23808,5.914127,14.358862,0.912603,21.230823,-0.7265625,-0.143890491,10404,True,35,,-23808,0.0,0.0,0.384086,0.339985
233,baseline_overlay_pass->release->rtl_overlay_pass,5.939996,14.898151,2.889377,23.780604,-0.7265625,-0.144743696,10426,True,35,179,-23808,5.616413,14.510775,0.921714,21.093242,-0.7265625,-0.144743696,10426,True,35,,-23808,0.0,0.0,0.394486,0.334445
234,baseline_overlay_pass->release->rtl_overlay_pass,5.720773,15.49747,2.899887,24.168041,-0.7109375,-0.138522479,10683,True,37,179,-23296,5.844777,14.395533,0.901193,21.188203,-0.7109375,-0.138522479,10683,True,37,,-23296,0.0,0.0,0.378146,0.333205
235,baseline_overlay_pass->release->rtl_overlay_pass,5.641371,15.028333,2.881956,23.599991,-0.7109375,-0.140721491,10692,True,37,179,-23296,6.1081,14.804069,0.879433,21.843063,-0.7109375,-0.140721491,10692,True,37,,-23296,0.0,0.0,0.359745,0.334145
236,baseline_overlay_pass->release->rtl_overlay_pass,5.620581,15.722994,3.187292,24.586157,-0.7109375,-0.141601097,10705,True,37,179,-23296,5.638043,15.212965,0.854693,21.751511,-0.7109375,-0.141601097,10705,True,37,,-23296,0.0,0.0,0.346326,0.331965
237,baseline_overlay_pass->release->rtl_overlay_pass,5.691942,14.636657,3.420095,23.801504,-0.7109375,-0.141952939,10718,True,37,179,-23296,5.599922,15.677771,0.845093,22.167937,-0.7109375,-0.141952939,10718,True,37,,-23296,0.0,0.0,0.335905,0.331945
238,baseline_overlay_pass->release->rtl_overlay_pass,5.674772,14.352722,3.026259,23.106673,-0.7109375,-0.142093675,10717,True,37,179,-23296,5.669294,15.582441,0.849942,22.146787,-0.7109375,-0.142093675,10717,True,37,,-23296,0.0,0.0,0.342965,0.330855
239,baseline_overlay_pass->release->rtl_overlay_pass,5.619001,14.308601,2.951638,22.92485,-0.7109375,-0.14214997,10722,True,37,179,-23296,5.629343,14.824819,0.882763,21.382705,-0.7109375,-0.14214997,10722,True,37,,-23296,0.0,0.0,0.363715,0.339035
240,baseline_overlay_pass->release->rtl_overlay_pass,5.821754,14.371982,2.965568,23.208835,-0.703125,-0.138891238,10878,True,38,179,-23040,5.625134,14.87936,0.878383,21.430837,-0.703125,-0.138891238,10878,True,38,,-23040,0.0,0.0,0.362755,0.333755
241,baseline_overlay_pass->release->rtl_overlay_pass,6.17894,14.675257,2.876806,23.778984,-0.703125,-0.139931495,10879,True,38,179,-23040,5.676254,14.720138,0.992215,21.437987,-0.703125,-0.139931495,10879,True,38,,-23040,0.0,0.0,0.439717,0.348405
242,baseline_overlay_pass->release->rtl_overlay_pass,6.062868,15.369348,2.875576,24.356043,-0.703125,-0.140347598,10881,True,38,179,-23040,5.679844,14.609716,0.907243,21.245063,-0.703125,-0.140347598,10881,True,38,,-23040,0.0,0.0,0.379966,0.336905
243,baseline_overlay_pass->release->rtl_overlay_pass,5.604701,15.48355,2.886796,24.024018,-0.703125,-0.140514039,10893,True,38,179,-23040,5.645663,14.311011,0.900873,20.904899,-0.703125,-0.140514039,10893,True,38,,-23040,0.0,0.0,0.381616,0.334785
244,baseline_overlay_pass->release->rtl_overlay_pass,5.620261,14.794079,2.996438,23.460439,-0.703125,-0.140580616,10888,True,38,179,-23040,5.611573,14.729738,0.900343,21.287894,-0.703125,-0.140580616,10888,True,38,,-23040,0.0,0.0,0.376506,0.336044
245,baseline_overlay_pass->release->rtl_overlay_pass,5.680042,15.716324,3.266883,24.719839,-0.703125,-0.140607246,10893,True,38,179,-23040,5.574442,14.435433,0.898344,20.950889,-0.703125,-0.140607246,10893,True,38,,-23040,0.0,0.0,0.380115,0.331875
246,baseline_overlay_pass->release->rtl_overlay_pass,5.59011,14.361582,3.254863,23.264356,-0.6953125,-0.137336649,11000,True,39,179,-22784,5.833366,14.326051,0.899164,21.103622,-0.6953125,-0.137336649,11000,True,39,,-22784,0.0,0.0,0.377216,0.335165
247,baseline_overlay_pass->release->rtl_overlay_pass,5.58251,14.602055,2.895097,23.126514,-0.6953125,-0.138372159,10994,True,39,179,-22784,6.480235,14.886449,0.892703,22.305539,-0.6953125,-0.138372159,10994,True,39,,-22784,0.0,0.0,0.368205,0.335035
248,baseline_overlay_pass->release->rtl_overlay_pass,5.649951,14.603996,2.903267,23.206034,-0.6953125,-0.138786364,10993,True,39,179,-22784,6.012868,15.038192,0.879833,21.981075,-0.6953125,-0.138786364,10993,True,39,,-22784,0.0,0.0,0.358595,0.337115
249,baseline_overlay_pass->release->rtl_overlay_pass,5.979727,14.744538,2.986699,23.761224,-0.6875,-0.135670796,11040,True,40,179,-22528,5.658894,15.331176,0.879253,21.914404,-0.6875,-0.135670796,11040,True,40,,-22528,0.0,0.0,0.369385,0.329985
250,baseline_overlay_pass->release->rtl_overlay_pass,6.018127,15.012753,2.813945,23.893145,-0.6875,-0.136768318,11040,True,40,179,-22528,5.617363,14.894879,0.875833,21.435347,-0.6875,-0.136768318,11040,True,40,,-22528,0.0,0.0,0.359145,0.338375
251,baseline_overlay_pass->release->rtl_overlay_pass,5.703332,15.870936,2.820166,24.441885,-0.6875,-0.137207327,11039,True,40,179,-22528,5.598272,14.895409,0.879483,21.418346,-0.6875,-0.137207327,11039,True,40,,-22528,0.0,0.0,0.363995,0.336195
252,baseline_overlay_pass->release->rtl_overlay_pass,5.62682,15.000252,3.026709,23.704023,-0.6875,-0.137382931,11075,True,40,179,-22528,5.608503,14.568945,1.022715,21.248004,-0.6875,-0.137382931,11075,True,40,,-22528,0.0,0.0,0.452916,0.351545
253,baseline_overlay_pass->release->rtl_overlay_pass,5.761193,14.810189,3.313063,23.939176,-0.6953125,-0.140734422,11075,True,39,179,-22784,5.603843,14.410843,1.540513,21.600419,-0.6953125,-0.140734422,11075,True,39,,-22784,0.0,0.0,0.985095,0.337935
254,baseline_overlay_pass->release->rtl_overlay_pass,5.818184,14.671967,3.15291,23.696823,-0.6953125,-0.139731269,11070,True,39,179,-22784,5.646334,14.380122,0.904823,20.97836,-0.6953125,-0.139731269,11070,True,39,,-22784,0.0,0.0,0.378335,0.333575
255,baseline_overlay_pass->release->rtl_overlay_pass,5.627321,14.338162,2.915017,22.92713,-0.6796875,-0.132767508,11195,True,41,179,-22272,5.631204,14.546245,0.902293,21.126202,-0.6796875,-0.132767508,11195,True,41,,-22272,0.0,0.0,0.373786,0.339935
256,baseline_overlay_pass->release->rtl_overlay_pass,5.800814,14.335002,2.891297,23.075523,-0.6796875,-0.134669503,11200,True,41,179,-22272,5.735685,14.357392,0.915804,21.054281,-0.6796875,-0.134669503,11200,True,41,,-22272,0.0,0.0,0.387096,0.337985
257,baseline_overlay_pass->release->rtl_overlay_pass,6.027817,15.038912,2.835175,23.952366,-0.6796875,-0.135430301,11191,True,41,179,-22272,5.670934,14.373212,0.895153,20.98174,-0.6796875,-0.135430301,11191,True,41,,-22272,0.0,0.0,0.370756,0.336595
258,baseline_overlay_pass->release->rtl_overlay_pass,5.891455,14.985872,2.922817,23.852355,-0.6796875,-0.13573462,11281,True,41,179,-22272,6.019809,14.549885,0.907503,21.521327,-0.6796875,-0.13573462,11281,True,41,,-22272,0.0,0.0,0.376906,0.340725
259,baseline_overlay_pass->release->rtl_overlay_pass,5.728262,15.553161,2.928417,24.261701,-0.6796875,-0.135856348,11283,True,41,179,-22272,5.848356,15.049012,0.840752,21.784752,-0.6796875,-0.135856348,11283,True,41,,-22272,0.0,0.0,0.334695,0.328515
260,baseline_overlay_pass->release->rtl_overlay_pass,5.638381,15.051863,2.834206,23.57257,-0.6796875,-0.135905039,11281,True,41,179,-22272,5.647323,15.250255,0.873793,21.816812,-0.6796875,-0.135905039,11281,True,41,,-22272,0.0,0.0,0.355455,0.340915
261,baseline_overlay_pass->release->rtl_overlay_pass,5.632281,15.158714,3.322873,24.16888,-0.671875,-0.132643266,11289,True,42,179,-22016,5.642044,14.92567,0.868453,21.481047,-0.671875,-0.132643266,11289,True,42,,-22016,0.0,0.0,0.359365,0.330305
262,baseline_overlay_pass->release->rtl_overlay_pass,5.651731,14.647416,3.210462,23.566961,-0.671875,-0.133682306,11295,True,42,179,-22016,5.601692,14.725227,0.983175,21.359215,-0.671875,-0.133682306,11295,True,42,,-22016,0.0,0.0,0.427737,0.355205
263,baseline_overlay_pass->release->rtl_overlay_pass,5.664071,14.345271,2.901857,22.96238,-0.671875,-0.134097923,11288,True,42,179,-22016,5.708294,14.350991,1.099286,21.206743,-0.671875,-0.134097923,11288,True,42,,-22016,0.0,0.0,0.406726,0.336905
264,baseline_overlay_pass->release->rtl_overlay_pass,5.642241,14.381832,2.909487,23.017751,-0.6640625,-0.130982919,11321,True,43,179,-21760,5.627703,14.475183,0.906493,21.056941,-0.6640625,-0.130982919,11321,True,43,,-21760,0.0,0.0,0.382965,0.336315
265,baseline_overlay_pass->release->rtl_overlay_pass,5.748583,14.335281,2.933307,23.064292,-0.6640625,-0.132080668,11321,True,43,179,-21760,5.708734,14.483353,0.912843,21.149592,-0.6640625,-0.132080668,11321,True,43,,-21760,0.0,0.0,0.368086,0.336875
266,baseline_overlay_pass->release->rtl_overlay_pass,6.087798,14.331241,3.006979,23.474399,-0.6640625,-0.132519767,11326,True,43,179,-21760,5.796736,14.366012,0.907724,21.124342,-0.6640625,-0.132519767,11326,True,43,,-21760,0.0,0.0,0.383455,0.337115
267,baseline_overlay_pass->release->rtl_overlay_pass,6.004847,14.838279,2.874796,23.774164,-0.6484375,-0.126132907,11494,True,45,179,-21248,6.08852,14.314942,0.899603,21.348355,-0.6484375,-0.126132907,11494,True,45,,-21248,0.0,0.0,0.379786,0.333965
268,baseline_overlay_pass->release->rtl_overlay_pass,5.907296,15.51037,2.831556,24.296462,-0.6484375,-0.128265663,11491,True,45,179,-21248,5.664113,15.275196,0.841083,21.823593,-0.6484375,-0.128265663,11491,True,45,,-21248,0.0,0.0,0.336115,0.328885
269,baseline_overlay_pass->release->rtl_overlay_pass,5.616891,15.284547,2.843496,23.793524,-0.6484375,-0.129118765,11489,True,45,179,-21248,5.639184,14.986541,0.859643,21.530248,-0.6484375,-0.129118765,11489,True,45,,-21248,0.0,0.0,0.351026,0.331305
270,baseline_overlay_pass->release->rtl_overlay_pass,5.627511,15.012403,3.197062,23.887936,-0.640625,-0.126178756,11570,True,46,179,-20992,5.609983,14.779988,0.886583,21.321835,-0.640625,-0.126178756,11570,True,46,,-20992,0.0,0.0,0.364375,0.343435
271,baseline_overlay_pass->release->rtl_overlay_pass,5.603831,14.658827,3.273463,23.589821,-0.640625,-0.127346502,11574,True,46,179,-20992,5.617763,14.726648,0.983594,21.376696,-0.640625,-0.127346502,11574,True,46,,-20992,0.0,0.0,0.432857,0.345186
272,baseline_overlay_pass->release->rtl_overlay_pass,5.975547,14.396402,2.893517,23.313296,-0.640625,-0.127813601,11545,True,46,179,-20992,5.679964,14.387292,0.915214,21.032331,-0.640625,-0.127813601,11545,True,46,,-20992,0.0,0.0,0.388246,0.337645
273,baseline_overlay_pass->release->rtl_overlay_pass,5.683122,14.314171,2.930837,22.975841,-0.625,-0.12143794,11496,True,48,179,-20480,5.790685,14.365312,0.917163,21.120592,-0.625,-0.12143794,11496,True,48,,-20480,0.0,0.0,0.396236,0.336015
274,baseline_overlay_pass->release->rtl_overlay_pass,5.930676,14.510445,2.908887,23.397138,-0.625,-0.123575176,11485,True,48,179,-20480,5.654074,14.368422,0.903033,20.969739,-0.625,-0.123575176,11485,True,48,,-20480,0.0,0.0,0.373576,0.340245
275,baseline_overlay_pass->release->rtl_overlay_pass,5.799444,15.293817,2.853136,23.995798,-0.625,-0.12443007,11490,True,48,179,-20480,5.792595,14.454543,0.909504,21.202693,-0.625,-0.12443007,11490,True,48,,-20480,0.0,0.0,0.376346,0.347115
276,baseline_overlay_pass->release->rtl_overlay_pass,5.672032,15.195736,2.879456,23.796144,-0.625,-0.124772028,11690,True,48,179,-20480,5.984489,14.657796,0.886673,21.574388,-0.625,-0.124772028,11690,True,48,,-20480,0.0,0.0,0.359676,0.341095
277,baseline_overlay_pass->release->rtl_overlay_pass,5.706922,14.85036,3.000848,23.610691,-0.625,-0.124908811,11682,True,48,179,-20480,5.649403,15.751052,0.854393,22.299779,-0.625,-0.124908811,11682,True,48,,-20480,0.0,0.0,0.346365,0.329125
278,baseline_overlay_pass->release->rtl_overlay_pass,5.665892,14.566345,3.417485,23.707803,-0.625,-0.124963525,11682,True,48,179,-20480,5.634464,14.695657,0.869483,21.243984,-0.625,-0.124963525,11682,True,48,,-20480,0.0,0.0,0.356405,0.334235
279,baseline_overlay_pass->release->rtl_overlay_pass,5.633601,14.359201,3.213692,23.259956,-0.6328125,-0.12826666,11718,True,47,179,-20736,5.737204,14.725218,0.916953,21.424466,-0.6328125,-0.12826666,11718,True,47,,-20736,0.0,0.0,0.396216,0.341086
280,baseline_overlay_pass->release->rtl_overlay_pass,5.54659,14.432053,2.823066,22.852149,-0.6328125,-0.127244164,11722,True,47,179,-20736,5.647053,14.737117,1.016365,21.454666,-0.6328125,-0.127244164,11722,True,47,,-20736,0.0,0.0,0.453256,0.353045
281,baseline_overlay_pass->release->rtl_overlay_pass,5.5915,14.301381,2.924577,22.865618,-0.6328125,-0.126835166,11714,True,47,179,-20736,5.644613,14.380252,0.896743,20.971929,-0.6328125,-0.126835166,11714,True,47,,-20736,0.0,0.0,0.377165,0.334035
282,baseline_overlay_pass->release->rtl_overlay_pass,5.755803,14.377322,2.882047,23.060102,-0.6328125,-0.126671566,11712,True,47,179,-20736,5.674053,14.412412,0.902314,21.041291,-0.6328125,-0.126671566,11712,True,47,,-20736,0.0,0.0,0.377055,0.339095
283,baseline_overlay_pass->release->rtl_overlay_pass,6.009737,14.696917,2.835266,23.592271,-0.6328125,-0.126606126,11704,True,47,179,-20736,5.603153,14.445043,0.907904,21.00219,-0.6328125,-0.126606126,11704,True,47,,-20736,0.0,0.0,0.382576,0.338445
284,baseline_overlay_pass->release->rtl_overlay_pass,5.729732,15.384508,2.899227,24.065958,-0.6328125,-0.126579951,11695,True,47,179,-20736,5.639383,14.372712,0.905854,20.960749,-0.6328125,-0.126579951,11695,True,47,,-20736,0.0,0.0,0.381725,0.338235
285,baseline_overlay_pass->release->rtl_overlay_pass,5.600391,15.001822,2.898177,23.55009,-0.640625,-0.12985073,11823,True,46,179,-20992,7.781065,14.367922,0.895483,23.09145,-0.640625,-0.12985073,11823,True,46,,-20992,0.0,0.0,0.374366,0.336815
286,baseline_overlay_pass->release->rtl_overlay_pass,5.747272,14.93699,3.311913,24.053088,-0.6484375,-0.132096542,11817,True,45,179,-21248,7.728634,14.371472,0.901783,23.04931,-0.6484375,-0.132096542,11817,True,45,,-21248,0.0,0.0,0.373385,0.340565
287,baseline_overlay_pass->release->rtl_overlay_pass,5.650001,14.934251,3.391435,24.035247,-0.6484375,-0.130651117,11820,True,45,179,-21248,5.980238,14.454253,0.887513,21.367945,-0.6484375,-0.130651117,11820,True,45,,-21248,0.0,0.0,0.368476,0.330925
288,baseline_overlay_pass->release->rtl_overlay_pass,5.597631,14.395552,3.211912,23.259795,-0.640625,-0.126791697,11897,True,46,179,-20992,7.080614,14.486043,0.895363,22.509532,-0.640625,-0.126791697,11897,True,46,,-20992,0.0,0.0,0.374845,0.333395
289,baseline_overlay_pass->release->rtl_overlay_pass,5.60136,14.374111,2.918777,22.94017,-0.640625,-0.127591679,11888,True,46,179,-20992,5.652423,16.395572,0.943654,23.04211,-0.640625,-0.127591679,11888,True,46,,-20992,0.0,0.0,0.420316,0.333925
290,baseline_overlay_pass->release->rtl_overlay_pass,5.816954,14.398093,2.902317,23.165544,-0.640625,-0.127911671,11896,True,46,179,-20992,5.724884,16.570825,0.908324,23.251433,-0.640625,-0.127911671,11896,True,46,,-20992,0.0,0.0,0.389176,0.331295
